name,IMDb,originalName,foreignName,nickname,romanPinyin,type,job,notableWork,debutWork,activeYear,debutDate,birthPlace,deathPlace,award,language,website,motherSchool,education,religion,nationality,ethnicity,agency,hasRelative,hasSpouse,hasParent,hasChild
['杨静 (演员)'],['6295728'],[],['德勒格尔玛'],['静姐、静嬷嬷'],['Yang Jing'],['女演员'],['演员'],[],[],[],[],[],[],[],['蒙文'],[],[],[],[],[],['蒙古族'],[],[],[],[],"['于静江','于晓阳']"
['符晓薇'],['5644108'],[],['Leanne Fu'],['Leanne'],[],['女艺人'],['演员、模特儿'],[],[],[],[],[],[],[],['粤语、英语、普通话'],[],['伯裘女子中学佛教慧远中学'],[],[],[],[],[],[],['陈柏宇'],[],['陈羿辰']
['盖尔·罗宾斯'],[],[],[],[],[],[],[],[],[],[],[],['美国印第安纳州'],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
['巨人安德烈'],[],[],[],[],[],[],[],[],[],[],[],['隆河-阿尔卑斯伊泽尔省格勒诺布尔'],['北卡罗莱纳州埃勒伯牧场'],[],[],[],[],[],[],[],[],[],[],[],[],[]
['丹尼·伯恩'],[],[],[],[],[],['男演员'],['演员、编剧、导演、监制'],[],[],['1992年–现在'],[],['阿尔芒蒂耶尔'],[],[],[],['http://www.danyboon.com'],[],[],[],[],[],[],[],['Judith Godrèche Yael Harris'],[],[]
['Category:华人电影演员'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
['欧马·希'],[],[],[],[],[],['男演员'],['演员'],[],[],['2000年至今'],[],['特拉普'],[],[],[],[],[],[],[],[],[],[],[],['Hélène'],[],[]
['希拉里·凡·戴克'],[],[],['Hilary Van Dyke'],[],[],['男艺人'],[],[],['《致命瘾君子》'],[],[],[],[],[],['英语'],[],[],[],[],[],[],[],[],[],[],[]
['劳伦·康拉德'],[],['劳伦·凯瑟琳·康拉德Lauren Katherine Conrad'],[],[],[],[],['时尚设计师、主持人、电视名人、作家'],[],[],['2004年至今'],[],['加利福尼亚州拉古那海滩'],[],[],[],[],[],['旧金山艺术大学'],[],['前，'],[],[],[],[],[],[]
['涂经纬'],['3550672'],[],[],[],[],['节目主持'],['主持人'],[],[],['2003年至今'],[],['贵州省贵阳市'],[],[],[],[],['中国传媒大学'],[],[],['前，'],['彝族'],['中国中央电视台'],[],[],[],[]
['金素妍'],['1048201'],[],['김소연'],[],['Kim So-yeon'],['女演员'],['演员'],[],['《恐龙先生》'],['1994年至今'],['1994年'],['首尔特别市西大门区'],[],[],['韩语、英语'],[],[],['东国大学戏剧电影学学士'],[],[],[],['J Wide Company'],[],['李尚禹'],[],[]
['林兆霞'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
['黄薇渟'],['4280503'],['黄薇渟'],[],['渟渟'],['Huang Wei-ting'],['女演员'],['演员'],['《22K梦想高飞》《好想谈恋爱》《独家保镳》《钟楼爱人》《王牌辩护人》'],[],[],['2008年'],[],[],[],['国语'],[],[],['辅仁大学景观设计系'],[],[],[],['球状星团'],[],[],[],[]
['管彤'],[],[],[],[],[],[],['主持人'],[],[],['1997年至今'],[],['北京'],[],[],[],[],['中国传媒大学'],[],[],['前，'],[],[],[],[],[],[]
['赵屹鸥'],[],[],[' '],[],[],['男艺人'],['主持人、演员、导演'],['《皆大欢喜》《一个黑人中士之死》《华罗庚》'],['《情人》'],['1992年至今'],['1992年'],['上海市'],[],['白玉兰戏剧表演奖最佳男配角奖（1992年）'],['汉语、英语'],[],[],['中国人民解放军空军第六飞行学院上海戏剧学院'],[],['前，'],['汉族'],[],[],[],[],[]
['赵秦'],['7379385'],[],['Melissa Zhao'],['秦女、阿赵、富察贵人'],['Zhao Qin'],['女演员'],['演员'],[],[],['2005年-'],[],['北京市'],[],[],['汉语、英语'],[],[],['中央戏剧学院管理系'],[],[],['汉族'],[],[],[],[],[]
['李宜娟'],['6786925'],[],[],[],['Li Yi-juan'],['女演员'],['演员'],['《后宫甄嬛传》'],[],['2000年－'],[],['贵州省遵义市'],[],[],['汉语、英语'],[],[],['北京电影学院表演系'],[],[],['汉族'],[],[],[],[],[]
['张雅萌'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
['李佛·薛伯'],[],[],[],[],[],[],['演员、制片'],[],[],['1994年至今'],[],['加州旧金山'],[],[],[],['www.liev-schreiber.net'],['汉普郡学院 耶鲁大学 皇家戏剧艺术学院'],['艺术创作硕士'],[],[],[],[],['帕布罗·薛伯'],[],[],[]
['万美汐'],[],['万瑶瑶'],"[' ', ' ']",['汐姐、美汐、欣贵人'],['Wan Meixi'],['女演员'],[],[],[],[],[],['北京市西城区'],[],[],[],[],[],['北京电影学院表演系'],[],[],['汉族'],[],[],[],[],[]
['谭松韵'],[],[],['Seven Tan'],['谭晶晶、两小姐'],['Tan Songyun'],['女演员'],['演员、歌手'],['《后宫甄嬛传》《最好的我们》《浪花一朵朵》《锦衣之下》《以家人之名》《亲爱的麻洋街》'],[],['2005年至今'],[],['四川省泸州市叙永县'],[],['了第二届金海鸥亚洲新媒体电影节网剧最佳女主角奖'],['汉语'],[],[],['北京电影学院表演系高职班'],[],[],['汉族'],['两小姐工作室'],[],[],[],[]
['冼杞然'],['0793812'],[],['Stephen Shin'],[],['Shin  Kei Yin'],['导演'],['导演、演员'],[],[],[],[],[],[],[],['粤语、英语、国语'],[],['慈幼学校慈幼英文学校'],['香港浸会书院生物系文凭肄业香港中文大学社会学学士'],['基督教'],['[[澳门]]'],[],[],['冼杞烈'],[],[],['子：冼基桦']
['巴塔萨·科马库'],[],[],['Baltasar Kormákur'],[],[],['导演'],['演员，导演，监制'],[],[],['1992年至今'],[],['雷克雅维克'],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
['艾恩·古福特'],['0344435'],[],['Ioan Gruffudd'],[],[],['男演员'],['演员'],[],[],['1986–现在'],[],['英国威尔斯卡迪夫'],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
['丽莎·麦爱丽丝特'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
['黄韵材'],[],['黄允财黄允强黄允财为何叫黄韵材？黄韵材 明报周刊. 2015-01-24十一岁领取儿童身份证时改名黄允财'],[],['阿材、材仔、材哥'],[],['男艺人'],['演员、中医师、男歌手、电影监制、电影导演、编剧、商人及主持人'],['帝女花（无线电视）陆小凤（无线电视）龙虎双霸天（无线电视）射雕英雄传（无线电视）神剑魔刀（无线电视）'],['大江东去（无线电视）'],['1970年代至今'],[],['九龙寨城'],[],[],['广东话、普通话、英语及潮州话'],[],['九龙城区街坊福利会小学圣智德英文书院彩虹邨天主教英文中学'],['大专'],[],['广东省佛山市高明区'],['汉族'],['香港无线电视（1972年至1989年、2014年）香港亚洲电视（1989年至2005年）。'],[],[],[],[]
['詹姆斯·鲍弗'],['0700856'],['詹姆斯·布莱恩·马克·鲍弗James Brian Mark Purefoy'],['James Purefoy'],[],[],['男演员'],['演员'],['《罗马》生化危机之变种生还者异星争霸战：尊卡特传奇铁甲衣'],[],['1999年至今'],[],['萨默塞特郡汤顿'],[],['最佳男演员奖'],['英语'],['http://jamespurefoy.com/'],[],[],['基督教'],[],['英国白人'],[],[],[],[],[]
['热依扎'],['6009695'],['热依扎·阿里木江'],['Rayza'],['扎札、扎姐'],[],['女演员'],['演员、模特儿'],[],['《后宫甄嬛传》'],['2010年至今'],[],['北京市海淀区'],[],[],['普通话、英语、哈萨克语、粤语'],[],[],['北京电影学院表演系'],[],['新疆博尔塔拉精河县'],['哈萨克族'],['摩西娱乐'],[],[],[],[]
['皆藤爱子'],[],[],['皆藤 爱子（かいとう あいこ）'],[],['Kaitō Aiko'],['节目主持'],['播报员'],[],[],['2004年至今'],[],['栃木县真冈市'],[],[],['日语'],['经纪公司个人资料页'],['四街道市立四和小学校'],['早稻田大学第一文学部毕业'],[],['[[栃木县]][[真冈市]]'],[],['cent. Force'],[],[],[],[]
['戎祥'],['1303287'],[],['Morris Rong'],[],[],['男艺人'],['演员、歌手、乐手'],['《疯狂的赛车》'],[],['1991年－2013年'],['1991'],['台北市'],['台北市'],[],['国语、台语、日语'],[],[],['黎明工专'],[],['河南开封'],[],[],[],[],['戎绍鑫'],[]
['蒋小涵'],['6040000'],[],[],[],['Jiang Xiaohan'],['节目主持'],['主持人、演员'],[],[],['1990年至今'],[],['北京市'],[],[],['汉语'],[],[],['曼彻斯特大学'],[],['前，'],['汉族'],[],[],[],[],[]
['肥妈'],[],[],['Maria Cordero'],['肥妈'],[],['女艺人'],['主持人、歌手、演员'],[],[],['1986年至今'],[],[],[],['授勋及嘉奖'],['葡语'],[],['官立嘉道理爵士小学官立嘉道理爵士中学'],['中七'],[],['[[葡属澳门]]'],[],['无线电视（1987年－1994年，2012年至今）亚洲电视（1994年－2010年）'],[],[],[],[]
['黄柏钧'],['5496803'],[],['Denny Huang'],[],[],['男演员'],['男演员'],['《双城故事》'],[],['2008年－至今（台湾）'],[],['德州'],[],[],['华语、英语'],[],[],['美国休士顿大学商业经济系'],[],[],[],['祖与占影像制作股份有限公司]'],[],['Yeji'],[],[]
['彼得·柏格'],[],[],['Peter Berg'],[],[],['导演'],['演员、导演、监制、编剧'],[],[],['1988年至今'],[],['纽约市'],[],[],[],[],[],[],[],[],[],[],[],['Elizabeth Rogers '],[],[]
['李太成'],[],[],['이태성'],[],['Lee-Tae-Seong'],['男演员'],['演员'],[],[],[],['2003年'],['京畿道安山市'],[],[],['韩语'],[],[],['艺术体育部模特儿系学士多媒体影像系（在学）'],['基督教'],[],[],['The Queen'],[],[],[],[]
['显祐'],[],['金显祐（）'],['현우'],[],['Hyun Woo'],['男演员'],['演员、歌手'],[],['《霜花店》'],[],['2008年'],[],[],[],['ko'],[],[],['首尔艺术大学（2004-2008）'],['基督教'],[],[],['SH Entertainment（2008年-2015年）Glorious Entertainment（2015年-至今）'],[],[],[],[]
['Category:泰国电影演员'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
['约翰·吉尔古德'],[],[],[],[],[],['男演员'],['演员，歌手，导演'],[],[],['1924–2000'],[],['伦敦南肯辛顿'],['白金汉郡Wotton Underwood'],[],[],[],[],[],['天'],[],[],[],[],[],[],[]
['安苏玛琳·瑟拉帕萨默莎'],[],[],['Ungsumalynn Sirapatsakmetha'],['Pat / Pattie (แพท)'],[],['女演员'],['演员、模特'],[],[],['2008年至今'],[],['曼谷'],[],[],['泰语、英语'],[],[],[],[],[],[],[],[],[],[],[]
['辰塔维·塔纳西维'],[],[],['Chantavit Dhanasevi'],[],[],['男演员'],['演员、模特'],[],[],['2008年至今'],[],['曼谷'],[],[],['泰语、英语'],[],[],['朱拉隆功大学'],[],[],[],[],[],[],[],[]
['赵震雄'],[],['赵元俊（）'],"[' ', ' ']",[],['Cho Jin Woong'],['男演员'],[],[],['藉著雨点说爱你'],['2004年至今'],[],['釜山广域市'],[],[],['韩语、日语'],[],[],['庆星大学演剧电影系学士'],[],[],[],['Saram  Entertainment'],[],[],[],[]
['萧红梅 (演员)'],['2073676'],['黄仲谨'],[' '],[],['Hsiao Hung-Mei'],['女演员'],[],[],[],['1984年－1990年'],[],[],[],[],[],[],[],[],[],[],[],[],['黄雅珉'],['杨集波'],[],[]
['茱迪·科士打'],[],[],[],[],[],['女演员'],['演员、制片人、导演'],[],[],['1966年–'],[],['加利福尼亚州洛杉矶'],[],['土星奖最佳女主角1976年 《黑巷少女》1997年 《超时空接触》'],['英语、法语、德语、意大利语、西班牙语'],[],[],['耶鲁大学'],['的'],['她'],[],[],[],['亚历山德拉·哈迪森'],[],[]
['黄薇 (1964年)'],[],[],['   '],[],[],['节目主持'],['主持人、演员'],[],[],['1990年至今'],[],['北京市'],[],[],['汉语'],[],[],['中国传媒大学'],[],['前，'],['汉族'],[],[],[],[],[]
['沙恩·布莱克'],[],[],[],[],[],['导演'],['演员、导演和编剧'],[],[],['1987年至今'],[],['宾夕法尼亚州，匹兹堡'],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
['张雯'],['7436049'],[],['Zhang Wen'],['雯姐、雯雯、密儿姐、团长'],[],['女演员'],['模特儿'],[],[],[],[],['上海'],[],[],['国语、英语'],[],['上海戏剧学院'],['表演系本科'],[],[],[],['君为文化传播有限公司'],[],[],[],[]
['胡渭康'],['4549488'],[],['William Hu'],['康哥哥'],[],['男艺人'],['演员、歌手'],['司机大佬（亚洲电视）'],[],['1984年－1995年2010年－至今'],['1982年'],[],[],[],['粤语、英语、国语'],[],['香港培正小学香港培正中学'],[],['未知'],[],[],['无线电视（1986年－1988年、2014年-2020年）亚洲电视（1989年－1995年）Honor-Musik（2010年－至今）邵氏兄弟（2020年－至今）'],[],[],[],[]
['叶振棠'],['2327398'],"['曲', '曲<ref name=""东方""/>']",['Johnny Yip'],['Johnny棠哥'],['Yip Chun Tong'],['男歌手'],['流行曲歌手'],['《戏剧人生》《找不著借口》《笛子姑娘》《戏班小子》《忘尽心中情》《难为正邪定分界》《笑傲江湖》'],[],['1970年至今'],[],[],[],[],['粤语、英语、普通话'],[],['培道中学'],['中学毕业'],[],[],[],[],[],[],[],[]
['穆恩·布拉得古德'],[],['Korinna Moon Bloodgood'],"['   ', '   ']",[],[],['女演员'],['演员、模特'],[],[],['1997年至今'],[],['加利福尼亚州安纳海姆'],[],[],['英语'],[],[],[],[],[],[],[],[],[],[],[]
['斯科特·凯恩'],[],"['标题', '标题']",[],[],[],['男演员'],['演员、编剧、导演、摄影师、音乐家（嘻哈团体：The Whooliganz）'],[],[],['1993–至今'],[],['加州洛杉矶'],[],[],['英语'],[],[],[],[],[],[],[],[],['Kacy Byxbee'],['占士·凯恩Sheila Ryan'],[]
['迈克尔·克拉克·邓肯'],[],[],['Michael Clarke Duncan'],[],[],['男演员'],['演员'],[],[],['1995年-2012年'],[],['伊利诺伊州芝加哥'],['加利福尼亚州洛杉矶'],['土星奖最佳男配角1999年 《绿色奇迹》'],['英语'],[],[],['阿尔康州立大学'],[],[],['非裔美国人'],[],[],[],[],[]
['李阵郁'],[],[],['이진욱'],[],['Lee Jin Wook'],['男演员'],[],[],[],[],['2003年'],['忠清北道清州市'],[],[],['韩语、英语'],[],[],['清州大学环境工学系肄业'],[],[],[],['BH娱乐'],[],[],[],[]
['优香'],['0950778'],[],['Yuka'],[],['Yuuka'],['女艺人'],[],[],[],[],[],['东京都秋留野市'],[],[],['ja'],[],[],[],[],[],[],['Horipro'],[],[],[],[]
['何亚男'],[],[],[' '],[],[],['女演员'],['演员'],['《后宫甄嬛传》'],[],[],[],[],[],[],['普通话'],[],[],['北京电影学院'],[],['四川'],['汉族'],[],[],[],[],[]
['任冶湘'],[],[],[],[],[],[],[],[],[],[],[],['[[湖南]]省[[长沙]]市的一个工人家庭'],[],"['文化部优秀影片奖', '纪念奖']",[],[],[],[],[],[],[],[],[],[],[],[]
['高恩雅'],[],['房孝真（）'],[],[],['Go Eun-ah'],['女演员'],[],[],[],[],['2005年'],['全罗南道长城郡'],[],[],['韩语'],[],[],['良才高中'],[],[],[],['Bmpkhan Entertainment'],[],[],[],[]
['钱志君'],[],[],[],[],[],[],[],[],[],[],[],['上海金山区'],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
['黄素影'],['0399048'],[],['Huang Suying'],[],[],['女演员'],['演员'],[],[],[],[],['江苏省苏州市'],[],['华表奖优秀女演员2003年 《世界上最疼我的那个人去了》长春电影节最佳女配角1996年 《天伦》2002年 《世界上最疼我的那个人去了》华语电影传媒大奖最佳女主角2003年 《世界上最疼我的那个人去了》'],['国语'],[],[],['高中毕业'],[],['江苏省苏州市'],['中华民族'],[],[],[],[],[]
['陈世娫'],[],['金允贞'],['김윤정'],[],['Kim Yoon-jung'],['女演员'],['演员'],['《我的女儿是花儿》《新娘面具》《异乡人医生》《狱中花》《大君－绘制爱情》《拣择－女人们的战争》《Born Again》'],[],['2010年至今'],['2010年'],['首尔特别市'],[],[],['韩语、日语'],[],[],['中央大学演剧电影系'],[],"['1994年于韩国[[首尔]]', '《[[感激时代：鬪神的']",[],['Earlybird Entertainment'],[],[],[],[]
['金瑞亨'],['1371115'],[],['김서형'],[],['Kim Seo Hyung'],['女演员'],[],['《妻子的诱惑》《奇皇后》《Sky Castle》《无人知晓》'],[],[],['1994年'],['江原道江陵市'],[],[],['韩语、英语'],[],[],['岭东专门大学女性教养学系'],[],[],[],['Keyeast (2020年至今)'],[],[],[],[]
['戴梦梦'],[],[],['Renee Dai'],[],[],['女艺人'],['演员、歌手、主持'],[],[],['1990年代至今'],[],['香港'],[],[],['粤语、国语、英语'],[],[],['中学毕业'],[],['广东东莞'],[],['大名娱乐'],[],[],[],[]
['石天'],[],['刘伟城'],['Dean Shek'],[],[],['男艺人'],['演员、电影导演、电影制作人'],[],[],['1968年至今'],[],['北京市'],[],[],['粤语、国语、英语'],[],[],[],[],['天津市'],[],['邵氏兄弟'],[],[],[],[]
['卡萨伐'],[],['Yong-ho Kim'],['Casanova Wong; Ka Sat Fat'],[],[],['男演员'],['演员、制片人'],['《赞先生与找钱华》《醉侠苏乞儿》《通天老虎》'],[],[],[],['日治朝鲜全罗北道金堤市'],[],[],['汉语、英语、韩语'],[],[],[],[],[],['朝鲜族'],[],[],[],[],[]
['罗贝托·贝尼尼'],[],[],[],[],[],['男演员'],['演员导演编剧诗人社会活动家'],[],[],[],[],['意大利[[菲奥伦蒂诺堡]]'],[],['康城影展评审团大奖1998年 《美丽人生》'],['意大利语、英语'],[],[],[],['天主教'],[],[],[],[],[],[],[]
['叶德娴'],['0409677'],[],['Deanie Ip'],['Deanie姐'],['Ip Tak Han'],['女艺人'],['歌手、演员'],['* 歌曲：明星、倦、边缘回望、我要、赤子、幸运是我\n 电影角色：刘惠兰（法外情）、发嫂（笨小孩）、钟春桃（桃姐）'],[],['1969年至今'],[],[],[],"['三次香港电影金像奖', '多个奖', '此奖', '最佳女演员奖', '影响世界华人大奖']",[],[],[],['中学'],[],['中国广东省惠州市惠阳区'],[],['无线电视（1982年至1985年）'],[],[],[],[]
